Date, Time, Open, High, Low, Close, Volume
02/20/2015, 14:59, 1.1500, 1.1500, 1.1500, 1.1500, 2.0000
02/23/2015, 08:30, 1.1800, 1.1800, 1.1800, 1.1800, 1.0000
02/23/2015, 08:31, 1.0200, 1.0200, 1.0000, 1.0000, 2.0000
02/23/2015, 08:33, 0.9900, 0.9900, 0.9700, 0.9700, 14.0000
02/23/2015, 08:36, 0.9500, 0.9500, 0.9500, 0.9500, 4.0000
02/23/2015, 08:38, 0.9600, 0.9600, 0.9600, 0.9600, 40.0000
02/23/2015, 08:41, 0.8800, 0.8800, 0.8800, 0.8800, 1.0000
02/23/2015, 08:42, 0.8300, 0.8300, 0.8300, 0.8300, 9.0000
02/23/2015, 08:43, 0.8300, 0.8500, 0.8300, 0.8500, 15.0000
02/23/2015, 08:44, 0.8700, 0.8700, 0.8700, 0.8700, 5.0000
02/23/2015, 08:48, 0.8900, 0.9100, 0.8900, 0.9100, 115.0000
02/23/2015, 08:51, 0.9000, 0.9000, 0.9000, 0.9000, 5.0000
02/23/2015, 08:53, 0.8800, 0.8800, 0.8800, 0.8800, 1.0000
02/23/2015, 08:54, 0.8600, 0.8600, 0.8500, 0.8600, 82.0000
02/23/2015, 08:55, 0.8800, 0.8800, 0.8800, 0.8800, 5.0000
02/23/2015, 08:58, 0.8600, 0.8600, 0.8600, 0.8600, 4.0000
02/23/2015, 09:07, 0.7700, 0.7700, 0.7700, 0.7700, 5.0000
02/23/2015, 09:10, 0.8300, 0.8300, 0.8300, 0.8300, 5.0000
02/23/2015, 09:11, 0.8200, 0.8200, 0.8200, 0.8200, 7.0000
02/23/2015, 09:12, 0.8200, 0.8200, 0.8100, 0.8100, 15.0000
02/23/2015, 09:13, 0.8100, 0.8100, 0.8100, 0.8100, 10.0000
02/23/2015, 09:14, 0.8000, 0.8000, 0.8000, 0.8000, 10.0000
02/23/2015, 09:19, 0.8000, 0.8000, 0.8000, 0.8000, 5.0000
02/23/2015, 09:21, 0.8000, 0.8100, 0.8000, 0.8100, 81.0000
02/23/2015, 09:24, 0.7600, 0.7600, 0.7600, 0.7600, 1.0000
02/23/2015, 09:32, 0.7500, 0.7500, 0.7500, 0.7500, 15.0000
02/23/2015, 09:35, 0.7400, 0.7400, 0.7400, 0.7400, 6.0000
02/23/2015, 09:36, 0.7400, 0.7400, 0.7400, 0.7400, 5.0000
02/23/2015, 09:40, 0.7100, 0.7100, 0.7100, 0.7100, 10.0000
02/23/2015, 09:41, 0.7000, 0.7000, 0.7000, 0.7000, 10.0000
02/23/2015, 09:50, 0.6600, 0.6600, 0.6600, 0.6600, 6.0000
02/23/2015, 09:53, 0.6800, 0.6800, 0.6800, 0.6800, 40.0000
02/23/2015, 09:54, 0.6800, 0.6800, 0.6800, 0.6800, 70.0000
02/23/2015, 09:55, 0.6800, 0.6800, 0.6800, 0.6800, 2.0000
02/23/2015, 09:57, 0.6700, 0.6900, 0.6700, 0.6900, 16.0000
02/23/2015, 09:59, 0.6600, 0.6600, 0.6600, 0.6600, 1.0000
02/23/2015, 10:00, 0.6400, 0.6400, 0.6400, 0.6400, 45.0000
02/23/2015, 10:01, 0.6300, 0.6300, 0.6300, 0.6300, 2.0000
02/23/2015, 10:02, 0.6400, 0.6400, 0.6400, 0.6400, 1.0000
02/23/2015, 10:03, 0.6300, 0.6300, 0.6300, 0.6300, 1.0000
02/23/2015, 10:15, 0.6200, 0.6200, 0.6200, 0.6200, 2.0000
02/23/2015, 10:16, 0.6000, 0.6000, 0.6000, 0.6000, 2.0000
02/23/2015, 10:18, 0.6200, 0.6200, 0.6100, 0.6100, 12.0000
02/23/2015, 10:19, 0.6000, 0.6000, 0.6000, 0.6000, 58.0000
02/23/2015, 10:25, 0.6200, 0.6200, 0.6200, 0.6200, 1.0000
02/23/2015, 10:27, 0.6100, 0.6100, 0.6100, 0.6100, 70.0000
02/23/2015, 10:33, 0.5900, 0.5900, 0.5900, 0.5900, 15.0000
02/23/2015, 10:35, 0.5900, 0.6100, 0.5900, 0.6100, 25.0000
02/23/2015, 10:39, 0.6000, 0.6000, 0.6000, 0.6000, 3.0000
02/23/2015, 10:40, 0.6000, 0.6200, 0.6000, 0.6000, 23.0000
02/23/2015, 10:43, 0.6300, 0.6300, 0.6300, 0.6300, 3.0000
02/23/2015, 10:44, 0.6300, 0.6300, 0.6300, 0.6300, 10.0000
02/23/2015, 10:45, 0.6300, 0.6300, 0.6300, 0.6300, 3.0000
02/23/2015, 10:46, 0.6400, 0.6400, 0.6300, 0.6300, 34.0000
02/23/2015, 10:54, 0.6000, 0.6000, 0.6000, 0.6000, 10.0000
02/23/2015, 10:55, 0.6000, 0.6000, 0.6000, 0.6000, 4.0000
02/23/2015, 11:08, 0.6100, 0.6100, 0.6000, 0.6000, 50.0000
02/23/2015, 11:17, 0.6100, 0.6100, 0.6100, 0.6100, 1.0000
02/23/2015, 11:20, 0.6300, 0.6300, 0.6300, 0.6300, 2.0000
02/23/2015, 11:22, 0.6200, 0.6200, 0.6200, 0.6200, 22.0000
02/23/2015, 11:23, 0.6100, 0.6100, 0.6100, 0.6100, 3.0000
02/23/2015, 11:27, 0.5900, 0.5900, 0.5900, 0.5900, 5.0000
02/23/2015, 11:32, 0.5900, 0.5900, 0.5900, 0.5900, 4.0000
02/23/2015, 11:43, 0.5900, 0.5900, 0.5900, 0.5900, 17.0000
02/23/2015, 11:49, 0.5900, 0.5900, 0.5900, 0.5900, 1.0000
02/23/2015, 11:55, 0.5800, 0.5900, 0.5800, 0.5800, 10.0000
02/23/2015, 11:57, 0.5700, 0.5700, 0.5700, 0.5700, 5.0000
02/23/2015, 11:59, 0.5800, 0.5800, 0.5800, 0.5800, 32.0000
02/23/2015, 12:00, 0.5800, 0.5800, 0.5800, 0.5800, 18.0000
02/23/2015, 12:07, 0.6100, 0.6100, 0.6100, 0.6100, 2.0000
02/23/2015, 12:26, 0.5800, 0.5800, 0.5800, 0.5800, 2.0000
02/23/2015, 12:31, 0.6000, 0.6000, 0.6000, 0.6000, 20.0000
02/23/2015, 12:32, 0.6000, 0.6000, 0.6000, 0.6000, 2.0000
02/23/2015, 12:33, 0.6000, 0.6000, 0.6000, 0.6000, 7.0000
02/23/2015, 12:38, 0.6300, 0.6300, 0.6300, 0.6300, 10.0000
02/23/2015, 12:42, 0.6000, 0.6000, 0.6000, 0.6000, 30.0000
02/23/2015, 12:59, 0.5700, 0.5800, 0.5700, 0.5800, 70.0000
02/23/2015, 13:01, 0.5700, 0.5800, 0.5700, 0.5800, 80.0000
02/23/2015, 13:04, 0.5800, 0.5800, 0.5800, 0.5800, 20.0000
02/23/2015, 13:08, 0.5800, 0.5800, 0.5800, 0.5800, 70.0000
02/23/2015, 13:26, 0.5600, 0.5600, 0.5600, 0.5600, 1.0000
02/23/2015, 13:27, 0.5600, 0.5600, 0.5600, 0.5600, 7.0000
02/23/2015, 13:53, 0.5700, 0.5700, 0.5700, 0.5700, 40.0000
02/23/2015, 13:57, 0.5800, 0.5800, 0.5800, 0.5800, 2.0000
02/23/2015, 13:59, 0.5700, 0.5700, 0.5700, 0.5700, 1.0000
02/23/2015, 14:00, 0.5800, 0.5800, 0.5800, 0.5800, 1.0000
02/23/2015, 14:01, 0.5900, 0.5900, 0.5900, 0.5900, 12.0000
02/23/2015, 14:03, 0.5800, 0.5800, 0.5800, 0.5800, 10.0000
02/23/2015, 14:11, 0.6000, 0.6000, 0.6000, 0.6000, 1.0000
02/23/2015, 14:28, 0.5600, 0.5600, 0.5600, 0.5600, 3.0000
02/23/2015, 14:31, 0.5500, 0.5500, 0.5500, 0.5500, 3.0000
02/23/2015, 14:35, 0.5400, 0.5400, 0.5400, 0.5400, 30.0000
02/23/2015, 14:43, 0.5400, 0.5400, 0.5400, 0.5400, 2.0000
02/23/2015, 14:44, 0.5400, 0.5400, 0.5400, 0.5400, 5.0000
02/23/2015, 14:50, 0.5300, 0.5300, 0.5300, 0.5300, 32.0000
02/23/2015, 14:54, 0.5200, 0.5200, 0.5100, 0.5100, 15.0000
02/24/2015, 08:30, 0.6500, 0.6500, 0.5000, 0.5000, 59.0000
02/24/2015, 08:31, 0.5000, 0.5000, 0.5000, 0.5000, 2.0000
02/24/2015, 08:32, 0.5200, 0.5300, 0.5200, 0.5300, 19.0000
02/24/2015, 08:34, 0.6000, 0.6000, 0.6000, 0.6000, 2.0000
02/24/2015, 08:36, 0.6500, 0.6500, 0.6500, 0.6500, 6.0000
02/24/2015, 08:37, 0.6700, 0.7500, 0.6700, 0.7500, 373.0000
02/24/2015, 08:38, 0.7300, 0.7300, 0.7300, 0.7300, 40.0000
02/24/2015, 08:40, 0.6900, 0.6900, 0.6600, 0.6600, 20.0000
02/24/2015, 08:41, 0.6600, 0.6600, 0.6600, 0.6600, 40.0000
02/24/2015, 08:44, 0.6600, 0.6600, 0.6600, 0.6600, 2.0000
02/24/2015, 08:49, 0.6300, 0.6300, 0.6300, 0.6300, 40.0000
02/24/2015, 08:52, 0.6300, 0.6300, 0.6300, 0.6300, 10.0000
02/24/2015, 08:53, 0.6500, 0.6500, 0.6500, 0.6500, 5.0000
02/24/2015, 08:54, 0.6500, 0.6500, 0.6500, 0.6500, 24.0000
02/24/2015, 08:56, 0.6700, 0.6700, 0.6700, 0.6700, 26.0000
02/24/2015, 08:58, 0.7000, 0.7000, 0.7000, 0.7000, 3.0000
02/24/2015, 09:00, 0.7100, 0.7100, 0.7100, 0.7100, 2.0000
02/24/2015, 09:01, 0.7000, 0.7000, 0.7000, 0.7000, 1.0000
02/24/2015, 09:07, 0.6500, 0.6500, 0.6500, 0.6500, 21.0000
02/24/2015, 09:11, 0.5800, 0.5800, 0.5800, 0.5800, 5.0000
02/24/2015, 09:14, 0.6000, 0.6000, 0.6000, 0.6000, 28.0000
02/24/2015, 09:15, 0.6000, 0.6000, 0.6000, 0.6000, 72.0000
02/24/2015, 09:24, 0.5400, 0.5400, 0.5400, 0.5400, 1.0000
02/24/2015, 09:34, 0.5100, 0.5100, 0.5100, 0.5100, 1.0000
